pKa	Source	ROMol	ISO_SMI	marvin_pKa
7.1	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e583df0>	CN(C)CCS/C(=N\O)C(=O)c1cccc2ccccc12.Cl	
4.62	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6de10a50>	CC(=O)N(C)c1ccncc1	
6.5	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6da7f370>	CCCNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)c1cccc(CNCC[NH3+])n1	
8.34	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6ddbb990>	Nc1nc([S-])c2ncn([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)c2n1	
10.95	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e332ff0>	NCCCCCCC(=O)[O-]	
2.26	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd2bbc0>	C[n+]1ccc(-c2nc3ccccc3[nH]2)cc1	
8.0	Vertex	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea009e0>	c1cnc(N2CCN(C3CC4CCC3C4)CC2)nc1	
7.65	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dba7220>	Cc1ccc2nc(C)c3c(c2c1)OC(C)C3C	
6.57	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6eaa62d0>	Cc1cccnc1C	
2.01	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6de13d80>	C[N+]1(CC(=O)O)CCCCC1	
3.86	Novartis	<rdkit.Chem.rdchem.Mol object at 0x7efb6e524970>	Cc1c(CC(=O)[O-])c2cccnc2n1S(=O)(=O)c1ccc(Cl)cc1	3.39
3.0	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e73b6f0>	COCC1NC(=O)C(C(=O)Nc2ccc(C3CCCCC3)cc2)=C1O	
4.91	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dabf610>	O=C([O-])[C@@H]1O[C@H](Oc2cccc3ncccc23)[C@@H](O)[C@H](O)[C@H]1O	
6.21	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dcd3a70>	c1ccc(-c2ccc3ncc(CN4CCOCC4)n3n2)cc1	
9.2	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e1e07b0>	CCC(O)CN(CC)CC(O)CC	
6.54	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d8b0740>	SCc1c[nH]cn1	
6.16	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e629380>	CC(=O)c1cccc(=O)c(O)c1	
10.89	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6de13ae0>	COc1ccccc1/C=N/O	
6.25	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dafdee0>	C(CN1CCOCC1)C[NH+]1CCOCC1	
8.1	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e62b990>	CN(C)/C=N/c1ccc(Br)cc1	
3.41	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e50b060>	O=C([O-])c1ccc(-c2ccc(Cl)c(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c2)cc1.[Na+]	
7.3	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e46dfc0>	O=C(OO)c1ccccc1	
7.72	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e551a80>	CCOc1cc(CN2CCC(Nc3nc4cc(NS(=O)(=O)c5ccccc5)ccc4o3)CC2)ccc1OC	
8.38	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e06eea0>	C[C@@H](N)C(=O)N1CCC[C@H]1C(=O)[O-]	
9.53	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d9dc350>	CN(C)CCN	
2.5	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e59ec70>	NC(=O)NOCCC([NH3+])C(=O)O	
10.88	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d94a570>	Oc1cccc2c1Nc1ccccc1N2	
3.33	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e64ece0>	Nc1nc(S)cc(NCc2ccccc2)n1	
5.8	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8acc10>	CC#Cc1cncc(-c2cccc(C3(C4CC4)N=C(C)C(N)=N3)c2)c1	
2.35	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6da39930>	Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1	
7.9	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dba5c40>	CC[NH+](CC)CCNc1nc(N)nc(C)c1C	
4.79	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d81e5e0>	CC(C)CC(=O)O	
8.0	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8b8510>	CC(C)C(N)C(N)=O	
3.86	Liao	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea7d700>	C[C@H](O)C(=O)O	
4.48	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6daff060>	N=C(Sc1ccccc1)c1ccccc1	
2.92	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6df8f920>	Cc1cccc(C(=O)O)c1I	
8.63	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d9ddfc0>	NC(CO)CO	
2.91	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dcd3b50>	c1ccc(-c2ccc3ncc(C[NH+]4CCOCC4)n3n2)cc1	
9.35	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5dd5b0>	CCCCNCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1.Cl	
6.9	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e582420>	O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(c2cnc[nH]2)CC1	
2.96	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e1061f0>	Nc1c[nH+]c(S)nc1N	
10.9	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6af6f0>	O=C1NC2(CCCc3ccccc32)C(=O)N1CCCN1CCc2ccccc2C1	
5.9	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e739a80>	NC1(C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N2CCC3(CCc4ccccc43)CC2)CC1	
9.4	Morgenthaler	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea21230>	CN(C)CC(C)(C)CCc1ccc(C(C)(C)C)cc1	
7.3	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e71f8b0>	O=S(=O)(c1ccccc1)C1CCN(CCc2ccc(F)cc2F)CC1	
4.43	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e43a730>	Nc1ccccc1N	
8.3	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e834350>	CN(C)CCCNc1c2ccccc2nc2c1oc1ccccc12	
4.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e609380>	O=C1OC(c2ccccc2)CC(O)=C1Nc1ccccc1Cl	
8.22	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e06f6f0>	CC(C)CSC(=N)c1ccccc1	
4.94	Novartis	<rdkit.Chem.rdchem.Mol object at 0x7efb6e524ba0>	Cc1cc(C)nc(N2CCC3(CCCN(Cc4c[nH]c5ccccc45)C3=O)CC2)n1	5.0
8.9	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e408430>	O=C1CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C(=O)N1CC1CC1	
11.0	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d94bae0>	CCCCCCCCCCCCCCCNCCCCCCCCCCCCCCC	
3.83	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6c37d0>	Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(S(C)(=O)=O)cc(F)c2n1CC(=O)O	
6.46	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6eac3b50>	CC[N+](C)(C)C1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1.[I-]	
9.46	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e70c7b0>	C[NH+](C)CCc1ccc(O)cc1	
2.76	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8798c0>	C[C@H](CO)N1C(=O)c2cccc(NC(=O)c3ccncc3)c2O[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)[C@@H]1C	
5.82	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6da7c820>	Cc1nc2c(n1C)C(=O)c1[nH]c(=O)[nH]c(=O)c1C2=O	
9.3	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6c0dd0>	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC1CCN(C)CC1	
8.75	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7c70d0>	Cc1ncnc2c(O)cccc12	
9.25	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea7ec00>	CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21	
4.3	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5dc190>	COc1cc2c(cc1OC)-c1c(-c3cncs3)ncn1CC2	
8.7	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e3305f0>	CNNC1CCN(C)CC1	
8.7	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6eaa0900>	COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	
4.52	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e027450>	Cc1cc(-c2ccccn2)nn1C	
4.1	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e408820>	O=P1(O)NCCCO1	
5.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6c0580>	CC(=O)NCc1cccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(C#N)cccc32)c1	
5.72	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6cfe60>	OCCCCCc1cccnc1	
9.28	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5ae7a0>	NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)c(C(=O)O)c1	
9.1	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5c5d90>	CC1(c2cccc(-c3cncnc3)c2)N=C(N)CCS1	
6.47	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea7e2d0>	Cc1nc(-c2ccc(F)cc2F)n(C)c1CC(=O)NCc1ccc(F)cc1Cl.Cl	
9.93	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e438f20>	Oc1ccc(O)cc1	
5.88	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e0f8270>	O=c1[nH]c(=S)[nH]c2nc[nH]c12	
10.99	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e2875a0>	CCCCCC(C)NC	
3.78	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e106c70>	N#CCc1cccnc1	
5.3	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6227a0>	C[C@@H](O[C@H]1CC[C@@H](N(C)CC(N)=O)[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	
8.98	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d991540>	C[C@@H]1[C@@H](N)[C@H]1N	
9.03	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5dd7e0>	Cl.NS(=O)(=O)c1cc(C(=O)c2cccc(CN3CCOCC3)c2)cs1	
7.5	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d9dfd80>	CCNNC	
2.8	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5f7bc0>	O=C1CN(Cc2ccc(-c3ccc(F)c(CN4CCS(=O)(=O)CC4)n3)cc2)C(=O)N1C1CC1	
9.7	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8ac5f0>	NCC(CC(=O)O)c1ccc(Cl)cc1	
5.2	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e19e340>	Cc1cccc(CO)n1	
3.7	Morgenthaler	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea21af0>	N#Cc1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3C[C@@H](O)CN32)cc1	
1.8	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd284a0>	CCOP(=O)(O)NS(=O)(=O)c1ccccc1	
8.95	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6aec70>	CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN(C)CCN(C)C)C[C@@H](C)C(=O)/C=C\C(C)=C/[C@@H]1C	
5.89	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6eac1a10>	Cl.O=c1[nH]c(-c2ccn(C[C@@H]3CNCCO[C@H]3c3ccc(Cl)c(F)c3)c(=O)c2)no1	
6.9	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5c6180>	CC1(c2cccc(-c3cncnc3)c2)N=C(N)c2c(F)cccc2O1	
12.81	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dabdee0>	CCCCCCCP(=O)(CCCCCCC)CCCCCCC	
4.24	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e155770>	COc1ccc(N)cn1	
7.0	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e4a8a50>	Cn1cc(N)cc1C(=O)[O-]	
9.28	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e866490>	COc1cccc(CNCCCNc2ccnc3cc(Oc4cccc(N(C)C)c4)ccc23)c1O	
4.77	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6eaa4580>	Nc1ccncc1F	
9.65	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dc4ace0>	O=C([O-])CNC(=O)CNS(=O)(=O)c1ccccc1	
8.03	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e409d90>	CC#CC(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-]	
5.4	Novartis	<rdkit.Chem.rdchem.Mol object at 0x7efb6eab5460>	CCNC(=O)OC1CCN(c2nncc3cc(OC)c(OC)cc23)CC1	5.82
9.5	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8f0f90>	c1ccc(CSc2nc[nH]n2)cc1	
3.65	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8bb4c0>	CC(C[NH3+])/C(N)=N/O	
4.48	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6db18350>	CC(C)(C)C1=CC(=C2C=CC=CC=C2)C=C(C(C)(C)C)C1=O	
9.09	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dee46d0>	COc1ccc2c(c1)C([P+](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1-2	
8.13	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e40ac70>	Cn1cc[n+](COCc2cccc3c2CCCC3)c1/C=N/O.[Cl-]	
9.47	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e867680>	CCC(CC)c1ccc2c(NCCCNCc3cccc(OC)c3O)ccnc2c1	
6.91	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6df402e0>	CCN(CC1CO1)CC1CO1	
10.36	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e157060>	CCCCN1CCCC1	
10.15	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e37b140>	ClCC1CN2CCC1CC2	
4.3	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e024120>	O=C([O-])c1nc2cc(Cl)ccc2[nH]1	
5.8	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e622810>	CN(CC(N)=O)C1CCC(OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1c1ccccc1	
6.77	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5f6490>	CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc(F)ccc23)cc1	
2.63	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7c25e0>	O=C(NCC1CCCCC1)c1cnc(Nc2cccc(Cl)c2)cc1C(F)(F)F	
4.8	Novartis	<rdkit.Chem.rdchem.Mol object at 0x7efb6e524c80>	Cc1cc(C)nc(N2CCC3(CCCN(Cc4ccccc4-c4nc(C)no4)C3=O)CC2)n1	5.0
2.49	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e1573e0>	Nc1cc(Br)cc(Br)c1	
11.3	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6df8ce40>	C=CC(C)(C)N(C)C(C)(C)C	
9.8	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea83990>	CCc1[nH]c2cc(F)ccc2c1C1CCN(CCCSc2ccc(F)cc2)CC1	
5.48	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e1e0e40>	CCOC(=O)C(=NO)C(=O)OCC	
7.95	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d9dece0>	NCC(N)C[NH3+]	
5.6	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6df8f680>	CC1C(=O)CC(C)(C)CC1=O	
5.67	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e77d770>	Cc1ccn2c(CC#N)c(C)nc2c1OCc1ccccc1	
1.38	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6daffb50>	COc1ccc(Nc2ccccc2)cc1	
9.44	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dee5bd0>	Cc1c(C)c2c(c(C)c1OP(=O)([O-])O)CCC(C)(CCC[C@@H](C)CCC[C@@H](C)CCCC(C)C)O2	
11.25	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dbe4a50>	c1c(CN2CCNCCNCC2)n[nH]c1CN1CCNCCNCC1	
4.24	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e06d310>	CC(C)Oc1ccccc1C(=O)O	
8.21	Avdeef	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea45bd0>	CN1CC[C@]23c4c5ccc(O[C@H]6OC(C(=O)O)[C@@H](O)[C@@H](O)C6O)c4O[C@@H]2[C@H](O)C=C[C@H]3[C@H]1C5	
11.0	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dee5380>	CCCCCCCCCCCCCCCCCCNCCCCCCCCCCCCCCCCCC	
2.5	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6eaa53f0>	COc1ccncn1	
9.7	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dcd0e40>	CC(C)=CCC1C(=O)C(CC=C(C)C)(CC=C(C)C)C(O)(C(=O)[O-])C1=O	
3.09	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dfd4c80>	Cc1ccc(C(=O)O)c(Br)c1	
8.8	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6237d0>	Cc1ncc(-c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)ncc2F)n1C(C)C	
7.34	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5f5850>	CCCCOc1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccccc3nc12	
4.29	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dbe46d0>	O=C(O)C(c1ccc(-c2ccccc2)cc1)C(O)Cc1ccccc1	
3.6	Novartis	<rdkit.Chem.rdchem.Mol object at 0x7efb6d8b3d10>	CC(=O)N1CCN(c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCC(F)(F)CC3)cc2)CC1	3.94
7.64	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e60a960>	COC(=O)Nc1ccc(Cc2c3ccccc3nc3ccccc23)cc1	
6.75	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e3bd690>	Cc1ccc(NN=C(C#N)C#N)cc1	
2.4	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e0b3d80>	O=Cc1ncnc2nc[nH]c12	
10.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e84da10>	COc1ccc(OC(=O)NCCCC(C)Nc2cc(OC)cc3cccnc23)cc1	
4.76	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6ddbaf10>	COc1cc(S(C)=O)ccc1-c1nc2ccccc2[nH]1	
8.63	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea737d0>	Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2	
8.87	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dea7df0>	COc1cc(S(N)(=O)=O)cc(C(=O)N[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1OC	
8.01	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6cf060>	CN(C)Cc1cccc(O)c1O	
7.18	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e67edc0>	CCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1.Cl	
10.0	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e9fe6c0>	OC[C@@H]1N=C(NCc2ccccc2)[C@@H](O)[C@@H](O)[C@@H]1O	
6.56	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7f6880>	CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc(Br)ccc23)cc1	
5.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e520190>	C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@H](NC(=O)CCc1nnn[nH]1)c1ccccc1	
3.64	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6df8fca0>	CC(C)c1csc(C(=O)O)c1	
11.71	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6da3a490>	NS(=O)(=O)c1ccc(/N=C/c2ccccc2[O-])cc1	
2.0	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e53d540>	O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O	
4.64	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e62a2d0>	CCOc1ccc(C(=O)O)cc1	
8.1	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e71f5a0>	CN(/N=C/c1ccc(C(=O)NO)cc1)C(=O)c1ccc(N(C)C)cc1	
7.46	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5adf50>	CS(=O)(=O)CC(=O)/C=N/O	
3.12	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6df438b0>	Cc1[nH]c2ccc(N)cc2[nH+]1	
6.03	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e424820>	COc1ccc(-c2nc(-c3ccccc3)c[nH]2)cc1	
2.26	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6287b0>	O=C1C[C@H](C(=O)O)[C@@H](C(=O)O)O1	
5.1	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8f0740>	CC(C)S(=O)(=O)NC1Cc2ccc(-c3cccnc3)cc2C1	
7.62	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e286650>	CCN(CC)CCC#N	
8.12	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e609bd0>	Cl.O=C(O)Cc1ccccc1Nc1c2ccccc2nc2ccccc12	
8.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e9fef80>	CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2	
12.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e9fc7b0>	O=C(c1ccccc1)C1CN=C2C=CC=CN2C1.[O-][Cl+3]([O-])([O-])O	
1.52	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e629930>	Cc1ccc(C(=O)C(=O)O)cc1	
4.6	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd28890>	C[N+](C)(C)CCOC(=O)/C=C/c1c[nH]cn1	
6.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7ac5f0>	CC1(C2CCCC2)Cc2cc(OCc3ccc(C(=O)O)cc3)c(Cl)c(Cl)c2C1=O	
8.8	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e438040>	Cl.O=c1c2cc(O)ccc2nc2n1CCc1c-2n(CCCN2CCCCC2)c2ccccc12	
10.1	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e664200>	CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C7CCC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O	
2.68	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e899850>	CCc1c(O)c(=O)ccn1CCN(C)C	
9.1	Avdeef	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea46810>	CN(C)CCOC(c1ccccc1)c1ccccc1	
7.95	Avdeef	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea45850>	CCN(CC)CC(=O)Nc1c(C)cccc1C	
3.35	Novartis	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5253f0>	Cc1ccc(C)n1-c1ccc(Cl)cc1C(=O)[O-]	3.39
4.7	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6f28f0>	Nc1cc(C2CCNCC2)cc(OC2CCCC2)n1	
3.6	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e752ff0>	Nc1ccc(CC(=O)O)cc1	
3.5	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7db610>	O=C(O)C(=Cc1ccccc1)C(=O)O	
9.46	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d861230>	C/C(O)=C/C(N)=O	
3.89	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e53c820>	O=C(O)CCCN1C(=O)S/C(=C\C=C\c2ccccc2)C1=O	
7.48	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8db990>	CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1	
7.73	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5c6810>	CCC1NC=CN1	
8.85	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e4e4f90>	CC1CC(=O)N(O)C1(C)C	
