ID	pKa	marvin_pKa	marvin_atom	marvin_pKa_type	original_dataset
830	8.94	9.03	11	acidic	['datawarrior']
418604	9.725	9.68	0	acidic	['datawarrior', 'chembl25']
4496	9.34	9.81	3	acidic	['datawarrior']
214845	9.35	9.63	0	acidic	['chembl25']
194746	9.18	8.88	0	acidic	['chembl25']
199372	9.6	9.63	0	acidic	['chembl25']
195930	8.67	8.18	0	acidic	['chembl25']
205449	9.02	8.88	0	acidic	['chembl25']
206730	8.98	9.63	0	acidic	['chembl25']
206741	8.32	8.18	0	acidic	['chembl25']
186435	9.0	8.87	0	acidic	['chembl25']
200614	9.38	9.63	0	acidic	['chembl25']
220848	8.65	8.18	0	acidic	['chembl25']
203087	9.25	10.24	0	acidic	['chembl25']
212502	9.82	9.48	0	acidic	['chembl25']
199368	10.17	10.24	0	acidic	['chembl25']
186441	9.5	8.86	0	acidic	['chembl25']
220844	9.45	9.58	0	acidic	['chembl25']
191250	9.64	9.48	0	acidic	['chembl25']
209034	10.23	10.24	0	acidic	['chembl25']
212511	9.32	8.86	0	acidic	['chembl25']
222073	9.76	9.48	0	acidic	['chembl25']
205445	9.27	10.23	0	acidic	['chembl25']
205469	9.46	8.86	0	acidic	['chembl25']
2245	6.38	9.69	3	acidic	['datawarrior']
2209	8.98	10.04	3	acidic	['datawarrior']
4493	9.04	9.53	10	acidic	['datawarrior']
1737	9.7	10.23	3	acidic	['datawarrior']
14635166	3.2	0.0	0	basic	['chembl25']
3332	7.8	7.47	3	acidic	['datawarrior']
2944	8.25	7.6	3	acidic	['datawarrior']
1273030	7.1	7.09	0	acidic	['chembl25']
1149695	7.12	7.0	0	acidic	['chembl25']
270	9.72	9.88	4	basic	['datawarrior']
7883	9.7	9.88	4	basic	['datawarrior']
274	10.05	10.07	6	basic	['datawarrior']
2568793	8.47	9.62	0	basic	['chembl25']
15449639	8.2	9.62	0	basic	['chembl25']
2568785	6.6	8.19	0	basic	['chembl25']
2568789	6.81	8.19	0	basic	['chembl25']
2568787	6.88	8.2	0	basic	['chembl25']
2568791	6.98	8.19	0	basic	['chembl25']
403956	7.93	8.67	0	basic	['chembl25']
5139	10.46	8.87	6	basic	['datawarrior']
3111	9.35	9.88	4	basic	['datawarrior']
269	9.35	9.88	4	basic	['datawarrior']
7882	9.28	9.88	4	basic	['datawarrior']
273	10.1	10.07	6	basic	['datawarrior']
2024	9.21	9.54	0	basic	['datawarrior']
2568777	8.5	9.62	0	basic	['chembl25']
2568780	7.2	8.19	0	basic	['chembl25']
2568786	7.0	8.19	0	basic	['chembl25']
2568790	7.19	8.19	0	basic	['chembl25']
2568788	7.31	8.2	0	basic	['chembl25']
2568792	7.35	8.19	0	basic	['chembl25']
2568779	5.8	7.95	0	basic	['chembl25']
5795	3.55	7.21	12	acidic	['datawarrior']
7138	7.11	6.74	0	acidic	['datawarrior']
2857	2.21	4.42	2	basic	['datawarrior']
901418	4.3	3.81	6	acidic	['chembl25']
3030	2.49	2.87	8	basic	['datawarrior']
145	9.0	9.51	7	acidic	['datawarrior']
6283	9.5	9.5	13	basic	['datawarrior']
6282	6.0	9.5	13	basic	['datawarrior']
184907	9.15	9.69	17	acidic	['chembl25']
217299	9.5	9.68	16	acidic	['chembl25']
1142	3.05	3.74	4	basic	['datawarrior']
3362	4.38	4.28	0	basic	['datawarrior']
6718	3.51	3.12	18	basic	['datawarrior']
6717	3.52	3.11	18	basic	['datawarrior']
5546	3.68	3.15	17	basic	['datawarrior']
4976	3.0	3.2	15	basic	['datawarrior']
6720	2.8	2.86	18	basic	['datawarrior']
6719	2.87	2.85	18	basic	['datawarrior']
5545	3.01	2.89	17	basic	['datawarrior']
233	3.79	3.82	7	basic	['datawarrior']
3032	2.3	2.72	4	basic	['datawarrior']
14694557	3.905	3.81	7	acidic	['chembl25']
14694527	4.13	4.01	7	acidic	['chembl25']
14694562	4.275	4.61	10	acidic	['chembl25']
14694555	4.34	4.58	17	acidic	['chembl25']
14694546	4.35	4.57	10	acidic	['chembl25']
14694545	4.35	4.43	10	acidic	['chembl25']
14694548	4.34	4.61	10	acidic	['chembl25']
14693916	2.24	3.07	0	basic	['chembl25']
2556755	2.57	3.59	0	basic	['chembl25']
1144	3.4	3.27	10	basic	['datawarrior']
6361021	3.975	3.49	0	basic	['datawarrior', 'chembl25']
2918	4.3	3.6	8	basic	['datawarrior']
2556757	4.645	3.8	0	basic	['datawarrior', 'chembl25']
232	3.79	3.86	7	basic	['datawarrior']
870583	5.8	6.83	5	basic	['chembl25']
7126	2.82	3.05	14	basic	['datawarrior']
5800	7.6	8.9	13	acidic	['datawarrior']
5184	6.5	7.55	9	acidic	['datawarrior']
6209	6.95	9.39	14	acidic	['datawarrior']
220046	7.243333	9.4	12	acidic	['datawarrior', 'chembl25']
5240	5.85	9.39	9	acidic	['datawarrior']
5060	3.46	3.93	9	acidic	['datawarrior']
6093	6.17	8.19	8	basic	['datawarrior']
5689	8.47	11.04	8	acidic	['datawarrior']
5799	7.5	9.78	8	acidic	['datawarrior']
197283	8.535	11.61	16	acidic	['datawarrior', 'chembl25']
6087	7.06	5.83	8	acidic	['datawarrior']
6091	6.04	9.03	8	acidic	['datawarrior']
3216078	6.442	8.54	12	acidic	['datawarrior', 'chembl25']
931795	3.6	3.55	18	acidic	['chembl25']
4047	5.0	3.43	10	basic	['datawarrior']
5581	7.2	7.68	0	basic	['datawarrior']
6340	6.4	7.38	0	basic	['datawarrior']
2088	6.11	7.29	0	basic	['datawarrior']
2086	5.15	3.42	9	basic	['datawarrior']
4971	6.74	6.27	8	basic	['datawarrior']
5650	4.67	4.33	0	basic	['datawarrior']
6016	4.68	4.34	0	basic	['datawarrior']
2023	5.35	4.98	0	basic	['datawarrior']
3891	5.2	4.99	0	basic	['datawarrior']
7190	3.54	3.93	14	basic	['datawarrior']
1141	3.05	3.77	4	basic	['datawarrior']
2083	4.355	3.25	9	basic	['datawarrior']
6682	7.42	6.87	0	basic	['datawarrior']
4970	6.95	6.31	8	basic	['datawarrior']
4973	7.26	6.43	6	basic	['datawarrior']
5032	9.65	8.32	0	basic	['datawarrior']
6681	6.72	6.09	0	basic	['datawarrior']
7161	8.04	7.25	0	basic	['datawarrior']
3809	6.65	6.48	0	basic	['datawarrior']
4017	4.85	4.72	10	basic	['datawarrior']
7154	6.88	6.25	0	basic	['datawarrior']
3808	7.17	7.58	0	basic	['datawarrior']
4025	4.6	4.5	5	basic	['datawarrior']
7218	4.52	3.82	13	basic	['datawarrior']
4010	2.95	3.62	10	basic	['datawarrior']
4026	3.29	3.22	10	basic	['datawarrior']
7210	6.68	3.65	1	basic	['datawarrior']
4018	5.04	5.58	1	basic	['datawarrior']
3361	4.28	4.34	0	basic	['datawarrior']
4974	3.4	3.6	14	basic	['datawarrior']
226	3.41	3.58	6	basic	['datawarrior']
2556756	3.49	3.23	0	basic	['chembl25']
223	3.59	3.47	6	basic	['datawarrior']
2556758	3.495	3.22	0	basic	['datawarrior', 'chembl25']
225	3.59	3.63	6	basic	['datawarrior']
795891	7.58	3.58	0	basic	['chembl25']
6341	8.6	6.49	0	basic	['datawarrior']
2080	3.29	2.92	8	basic	['datawarrior']
3900	4.5	4.46	0	basic	['datawarrior']
2087	3.05	2.44	7	basic	['datawarrior']
7168	4.4	5.62	0	basic	['datawarrior']
3899	3.92	4.13	0	basic	['datawarrior']
3812	4.01	4.18	0	basic	['datawarrior']
3831	6.06	7.45	0	basic	['datawarrior']
4023	3.68	5.35	1	basic	['datawarrior']
4028	2.81	2.39	5	basic	['datawarrior']
7151	6.04	5.96	0	basic	['datawarrior']
3818	5.46	5.22	0	basic	['datawarrior']
4009	2.62	2.36	6	basic	['datawarrior']
4030	3.57	4.35	5	basic	['datawarrior']
4022	2.7	3.88	1	basic	['datawarrior']
2556760	4.6	4.64	0	basic	['datawarrior', 'chembl25']
3363	3.81	4.08	0	basic	['datawarrior']
4975	2.6	2.79	11	basic	['datawarrior']
221	2.4	3.18	4	basic	['datawarrior']
1720	4.87	4.89	2	acidic	['datawarrior']
219	2.64	2.79	4	basic	['datawarrior']
2556759	3.08	2.98	0	basic	['datawarrior', 'chembl25']
67	4.43	4.74	4	basic	['datawarrior']
6361024	6.055	5.75	5	basic	['datawarrior', 'chembl25']
1551	7.18	4.4	2	acidic	['datawarrior']
891554	5.0	6.95	5	basic	['chembl25']
7324	5.57	2.12	0	basic	['datawarrior']
7157	4.78	4.64	0	basic	['datawarrior']
3819	6.28	5.66	0	basic	['datawarrior']
7128	6.05	7.91	14	basic	['datawarrior']
6153	9.4	8.61	10	acidic	['datawarrior']
274138	9.2	8.72	27	basic	['chembl25']
274145	6.7	6.37	3	basic	['chembl25']
270380	6.1	5.27	27	basic	['chembl25']
14540352	9.3	9.75	17	basic	['chembl25']
14540353	9.3	9.62	17	basic	['chembl25']
3570	4.8	6.09	9	basic	['datawarrior']
7737	7.9	7.04	6	acidic	['datawarrior']
4466	8.31	8.48	9	acidic	['datawarrior']
4620	6.3	8.0	6	acidic	['datawarrior']
2096	6.31	7.44	7	acidic	['datawarrior']
5742	9.54	11.65	3	acidic	['datawarrior']
2115115	3.69	3.41	0	acidic	['chembl25']
15034266	3.9	4.13	2	acidic	['chembl25']
2115114	3.69	3.41	0	acidic	['chembl25']
2115113	3.69	3.41	0	acidic	['chembl25']
2115112	3.69	3.41	0	acidic	['chembl25']
2115117	3.69	3.41	0	acidic	['chembl25']
2115118	3.69	3.41	0	acidic	['chembl25']
5741	7.5	7.34	12	basic	['datawarrior']
2115119	3.69	3.41	0	acidic	['chembl25']
14626923	5.12	4.24	25	acidic	['chembl25']
3216091	8.621	8.04	4	basic	['chembl25']
5237	8.4	8.17	11	basic	['datawarrior']
6161	7.26	6.58	11	basic	['datawarrior']
2115120	3.69	3.41	0	acidic	['chembl25']
5140	9.23	8.44	9	basic	['datawarrior']
6908	6.39	6.47	11	basic	['datawarrior']
6170	6.8	6.15	11	basic	['datawarrior']
5134	6.5	6.25	9	basic	['datawarrior']
6495	8.69	9.01	9	basic	['datawarrior']
2115121	3.69	3.41	0	acidic	['chembl25']
2348209	6.9	6.5	28	basic	['chembl25']
2348195	5.9	6.09	26	basic	['chembl25']
2348210	8.2	6.71	26	basic	['chembl25']
15034265	3.9	3.74	2	acidic	['chembl25']
5177	6.9	4.56	7	acidic	['datawarrior']
1404779	6.3	3.84	8	basic	['chembl25']
6117	7.71	7.75	5	basic	['datawarrior']
5099	7.85	7.36	5	basic	['datawarrior']
6104	4.98	5.55	5	basic	['datawarrior']
7066	5.97	4.81	6	basic	['datawarrior']
5232756	6.2	9.72	4	acidic	['chembl25']
7111	4.19	5.04	14	basic	['datawarrior']
6874	4.4	4.56	16	basic	['datawarrior']
15034264	3.91	4.15	2	acidic	['chembl25']
6907	6.17	6.62	9	basic	['datawarrior']
10951465	7.9	8.35	13	basic	['chembl25']
6568	8.4	7.63	23	basic	['datawarrior']
5488	7.99	7.19	22	basic	['datawarrior']
6810	7.52	6.21	21	basic	['datawarrior']
7093	4.675	4.36	9	basic	['datawarrior']
7085	6.5	4.87	12	basic	['datawarrior']
7089	5.42	5.04	14	basic	['datawarrior']
298557	5.8	5.04	27	basic	['chembl25']
299941	5.8	6.98	27	basic	['chembl25']
13840148	9.2	9.46	21	basic	['chembl25']
1806140	4.4	4.42	10	basic	['chembl25']
1806139	4.4	4.89	9	basic	['chembl25']
1806138	4.4	5.04	8	basic	['chembl25']
1806137	4.4	3.14	9	basic	['chembl25']
1806142	4.4	4.42	8	basic	['chembl25']
1806141	4.4	4.32	7	basic	['chembl25']
5371	6.8	4.54	3	acidic	['datawarrior']
16595139	6.8	6.41	12	basic	['chembl25']
7031	3.33	4.8	2	basic	['datawarrior']
15034263	3.92	3.98	2	acidic	['chembl25']
10895314	6.7	3.02	2	acidic	['chembl25']
10895315	7.2	3.33	2	acidic	['chembl25']
5232762	6.0	9.72	4	acidic	['chembl25']
14540354	9.6	10.15	9	basic	['chembl25']
894201	7.7	8.99	6	basic	['chembl25']
882147	9.295	9.61	27	basic	['chembl25']
2385911	7.47	8.16	13	basic	['chembl25']
2385909	7.78	7.93	13	basic	['chembl25']
6595	6.81	6.98	13	basic	['datawarrior']
14540356	10.3	10.66	6	basic	['chembl25']
14540351	9.2	8.43	5	basic	['chembl25']
3525766	6.46	6.84	12	basic	['chembl25']
3525768	6.43	6.53	12	basic	['chembl25']
869919	6.255	6.01	12	basic	['datawarrior', 'chembl25']
14644256	5.3	5.93	23	basic	['chembl25']
6214	4.03	3.2	16	basic	['datawarrior']
15118829	4.3	7.42	12	basic	['chembl25']
4765	8.68	9.14	17	basic	['datawarrior']
991363	10.4	8.08	0	acidic	['chembl25']
1011095	8.97	8.08	0	acidic	['chembl25']
1004873	9.02	8.08	0	acidic	['chembl25']
1018931	10.0	8.08	0	acidic	['chembl25']
2042035	2.79	3.4	0	acidic	['chembl25']
2042036	2.81	3.36	0	acidic	['chembl25']
2042037	2.92	3.22	0	acidic	['chembl25']
13490243	9.2	8.72	26	basic	['chembl25']
13490248	8.5	6.44	26	basic	['chembl25']
13490246	8.9	8.72	24	basic	['chembl25']
13490249	6.0	3.23	26	basic	['chembl25']
13490158	9.8	10.16	18	basic	['chembl25']
13490239	9.1	8.72	29	basic	['chembl25']
13490245	9.0	8.72	25	basic	['chembl25']
13490244	9.2	8.72	26	basic	['chembl25']
14682471	5.58	8.3	15	acidic	['chembl25']
2042033	3.18	3.55	0	acidic	['chembl25']
14682473	5.87	8.3	19	acidic	['chembl25']
7029	3.8	4.37	11	basic	['datawarrior']
540	3.3	2.65	5	acidic	['datawarrior']
541	2.24	2.15	5	acidic	['datawarrior']
550	3.4	2.69	10	acidic	['datawarrior']
3520	3.34	3.26	2	acidic	['datawarrior']
546	4.7	5.04	10	acidic	['datawarrior']
2326	4.6	3.36	2	acidic	['datawarrior']
13322121	4.6	3.64	0	acidic	['chembl25']
13322122	4.8	3.63	0	acidic	['chembl25']
13322123	4.425	4.32	0	acidic	['datawarrior', 'chembl25']
1467	4.29	3.11	2	acidic	['datawarrior']
1405	4.25	3.89	9	acidic	['datawarrior']
1458	4.31	3.06	2	acidic	['datawarrior']
545	4.95	4.64	10	acidic	['datawarrior']
543	3.71	3.13	11	acidic	['datawarrior']
4164	3.88	3.82	2	acidic	['datawarrior']
612	3.09	2.27	2	acidic	['datawarrior']
547	2.11	2.55	10	acidic	['datawarrior']
4168	2.26	2.78	2	acidic	['datawarrior']
5660	2.78	3.42	2	acidic	['datawarrior']
591	2.68	3.33	2	acidic	['datawarrior']
586	4.23	4.3	2	acidic	['datawarrior']
4196	2.45	3.72	7	acidic	['datawarrior']
6063	3.05	3.7	2	acidic	['datawarrior']
4247	4.38	3.75	2	acidic	['datawarrior']
5213	4.19	4.63	2	acidic	['datawarrior']
6375	4.29	4.55	2	acidic	['datawarrior']
5211	4.25	4.47	2	acidic	['datawarrior']
5855	3.65	4.56	2	acidic	['datawarrior']
6885	3.59	4.59	2	acidic	['datawarrior']
5212	4.24	4.42	2	acidic	['datawarrior']
50	3.88	3.78	2	acidic	['datawarrior']
2839	4.11	3.93	2	acidic	['datawarrior']
1466	4.18	4.05	2	acidic	['datawarrior']
4245	4.04	4.15	2	acidic	['datawarrior']
6295	2.92	3.75	2	acidic	['datawarrior']
4945	3.24	4.39	15	acidic	['datawarrior']
3724	4.95	4.62	2	acidic	['datawarrior']
5993	4.22	4.57	13	acidic	['datawarrior']
2715	3.96	4.49	2	acidic	['datawarrior']
1947	4.89	4.6	2	acidic	['datawarrior']
980	6.33	4.43	2	acidic	['datawarrior']
4169	4.4	4.36	2	acidic	['datawarrior']
941	3.92	4.06	2	acidic	['datawarrior']
1944	4.85	4.64	2	acidic	['datawarrior']
7273	4.83	4.42	2	acidic	['datawarrior']
21	3.57	2.33	7	acidic	['datawarrior']
20	3.51	3.2	7	acidic	['datawarrior']
1475	4.76	4.51	2	acidic	['datawarrior']
7767	4.79	4.59	2	acidic	['datawarrior']
12	4.99	4.72	2	acidic	['datawarrior']
2771	4.89	4.82	2	acidic	['datawarrior']
2838	3.84	3.98	2	acidic	['datawarrior']
1471	4.74	4.47	2	acidic	['datawarrior']
3293	3.4	3.57	2	acidic	['datawarrior']
250	10.585	11.33	4	basic	['datawarrior']
2840	4.25	4.35	2	acidic	['datawarrior']
1462	4.71	4.51	2	acidic	['datawarrior']
2340	3.63	3.84	2	acidic	['datawarrior']
7880	9.54	10.67	4	basic	['datawarrior']
87191	4.9	3.56	0	acidic	['chembl25']
3270	3.38	3.66	2	acidic	['datawarrior']
2754	3.15	3.53	2	acidic	['datawarrior']
3139	9.64	10.61	4	basic	['datawarrior']
7772	4.09	3.08	6	acidic	['datawarrior']
7770	4.12	3.63	6	acidic	['datawarrior']
3259	4.53	3.93	12	acidic	['datawarrior']
3260	4.51	3.93	12	acidic	['datawarrior']
943	4.68	4.54	2	acidic	['datawarrior']
1946	5.02	4.64	2	acidic	['datawarrior']
6201803	10.1	11.45	15	basic	['chembl25']
6201804	8.9	10.64	7	basic	['chembl25']
1945	5.08	4.64	2	acidic	['datawarrior']
974	3.25	3.52	2	acidic	['datawarrior']
6381	3.1	3.46	2	acidic	['datawarrior']
5376	3.02	2.71	18	acidic	['datawarrior']
5375	3.28	2.71	18	acidic	['datawarrior']
5232	3.41	3.25	2	acidic	['datawarrior']
954	5.32	3.98	8	acidic	['datawarrior']
1943	4.58	4.55	2	acidic	['datawarrior']
4939	2.765	4.47	2	acidic	['datawarrior']
6296	3.89	3.66	2	acidic	['datawarrior']
516	3.7	4.01	2	acidic	['datawarrior']
7622	4.14	3.84	6	acidic	['datawarrior']
3015605	2.87	2.64	0	acidic	['datawarrior', 'chembl25']
519	3.44	3.91	2	acidic	['datawarrior']
2556739	3.06	2.95	0	acidic	['chembl25']
613	4.4	4.37	2	acidic	['datawarrior']
5658	4.7	4.33	16	acidic	['datawarrior']
1377	4.8	4.94	2	acidic	['datawarrior']
1478	4.39	4.52	2	acidic	['datawarrior']
7058	4.9	3.59	14	acidic	['datawarrior']
7345	3.86	3.24	5	acidic	['datawarrior']
6576	4.46	4.22	2	acidic	['datawarrior']
6064	4.96	4.35	2	acidic	['datawarrior']
6065	4.48	4.44	2	acidic	['datawarrior']
4167	4.91	5.0	2	acidic	['datawarrior']
518	4.95	5.05	2	acidic	['datawarrior']
535	4.82	4.52	11	acidic	['datawarrior']
14626925	5.19	3.9	0	acidic	['chembl25']
3484	4.88	4.94	2	acidic	['datawarrior']
7960325	3.89	3.89	0	acidic	['chembl25']
15450587	4.72	4.44	6	acidic	['chembl25']
3184	4.6	3.72	12	acidic	['datawarrior']
7626	4.53	5.47	6	acidic	['datawarrior']
6270816	4.24	4.23	0	acidic	['chembl25']
7067	4.82	4.86	2	acidic	['datawarrior']
3216061	5.8	4.45	0	acidic	['chembl25']
517	4.78	4.81	2	acidic	['datawarrior']
4198	4.54	4.94	10	acidic	['datawarrior']
7339	4.04	3.72	5	acidic	['datawarrior']
7348	4.23	5.45	5	acidic	['datawarrior']
617	4.86	4.73	2	acidic	['datawarrior']
2485	4.87	4.8	2	acidic	['datawarrior']
6372402	4.33	3.46	0	acidic	['chembl25']
542	4.65	4.02	11	acidic	['datawarrior']
16560797	4.615	4.73	0	acidic	['datawarrior', 'chembl25']
1468	4.36	4.11	2	acidic	['datawarrior']
1406	4.34	4.81	9	acidic	['datawarrior']
1459	4.44	4.11	2	acidic	['datawarrior']
1403	4.45	4.83	9	acidic	['datawarrior']
895285	5.05	4.95	0	acidic	['chembl25']
5055	5.0	3.94	2	acidic	['datawarrior']
7500	2.85	3.06	4	acidic	['datawarrior']
2556743	2.61	3.13	0	acidic	['datawarrior', 'chembl25']
7502	3.16	3.05	4	acidic	['datawarrior']
16482113	3.4	3.05	0	acidic	['chembl25']
72171	4.8	3.45	0	acidic	['chembl25']
1714	10.35	8.34	4	basic	['datawarrior']
7514	3.67	3.53	2	acidic	['datawarrior']
843167	3.83	3.7	0	acidic	['chembl25']
394425	3.9	2.94	0	acidic	['chembl25']
405269	3.8	2.96	0	acidic	['chembl25']
13322116	3.175	3.7	0	acidic	['datawarrior', 'chembl25']
7504	4.07	5.39	4	acidic	['datawarrior']
3494	3.5	4.36	7	acidic	['datawarrior']
5210	4.32	4.39	14	acidic	['datawarrior']
3496	3.8	4.56	6	acidic	['datawarrior']
551	3.73	4.4	8	acidic	['datawarrior']
4183	3.52	4.11	9	acidic	['datawarrior']
6270815	3.95	4.23	0	acidic	['chembl25']
975	4.36	4.42	2	acidic	['datawarrior']
978	4.46	4.49	2	acidic	['datawarrior']
976	4.36	4.42	2	acidic	['datawarrior']
977	4.57	4.49	2	acidic	['datawarrior']
14632931	6.9	4.9	0	acidic	['chembl25']
3384	4.39	4.66	2	acidic	['datawarrior']
14632939	7.0	4.91	0	acidic	['chembl25']
14632932	6.7	4.9	0	acidic	['chembl25']
35282	4.02	3.73	0	acidic	['chembl25']
14632938	7.1	4.9	0	acidic	['chembl25']
14632933	6.8	4.86	0	acidic	['chembl25']
5045	4.46	4.71	2	acidic	['datawarrior']
1399	3.89	3.72	9	acidic	['datawarrior']
14632940	6.6	4.77	0	acidic	['chembl25']
14632941	6.6	4.71	0	acidic	['chembl25']
14632942	6.7	4.75	0	acidic	['chembl25']
14632943	6.8	4.85	0	acidic	['chembl25']
2328	4.26	4.74	2	acidic	['datawarrior']
14632937	7.2	4.92	0	acidic	['chembl25']
14632934	6.7	4.85	0	acidic	['chembl25']
14632935	6.9	4.75	0	acidic	['chembl25']
14632936	6.9	4.83	0	acidic	['chembl25']
2329	4.24	4.75	2	acidic	['datawarrior']
14680847	6.1	4.66	0	acidic	['chembl25']
14680846	6.3	4.84	0	acidic	['chembl25']
1376	4.27	4.55	2	acidic	['datawarrior']
44877	4.2	3.55	0	acidic	['chembl25']
1823190	4.256	4.0	0	acidic	['chembl25']
67797	4.24	3.54	0	acidic	['chembl25']
64036	4.09	4.0	0	acidic	['chembl25']
56330	4.31	3.99	0	acidic	['chembl25']
67939	4.1	3.99	0	acidic	['chembl25']
40119	4.3	3.98	0	acidic	['chembl25']
71724	4.2	3.99	0	acidic	['chembl25']
41276	4.1	4.61	0	acidic	['chembl25']
2843	3.72	3.77	2	acidic	['datawarrior']
2799	3.85	4.55	8	acidic	['datawarrior']
2845	4.07	3.78	2	acidic	['datawarrior']
2796	4.07	4.59	8	acidic	['datawarrior']
153858	3.0	3.95	0	acidic	['chembl25']
6970	3.1	3.72	2	acidic	['datawarrior']
6321	3.55	4.58	2	acidic	['datawarrior']
3376	3.4	4.47	2	acidic	['datawarrior']
3050	3.3	4.37	2	acidic	['datawarrior']
2861	2.27	2.89	2	acidic	['datawarrior']
2860	2.12	2.68	2	acidic	['datawarrior']
6969	2.11	3.79	2	acidic	['datawarrior']
1950	2.82	3.77	6	acidic	['datawarrior']
1951	3.03	3.77	6	acidic	['datawarrior']
6324	3.0	6.81	10	basic	['datawarrior']
6291	3.65	3.19	2	acidic	['datawarrior']
6323	5.0	6.81	10	basic	['datawarrior']
16667982	4.7	3.52	0	acidic	['chembl25']
18110950	4.9	3.52	0	acidic	['chembl25']
18110947	4.8	3.52	22	acidic	['chembl25']
18110946	4.9	3.48	0	acidic	['chembl25']
18110945	4.8	3.52	0	acidic	['chembl25']
18110956	5.0	3.48	0	acidic	['chembl25']
1159	5.27	3.52	2	acidic	['datawarrior']
877127	3.15	2.69	0	acidic	['chembl25']
5043	3.3	2.91	12	acidic	['datawarrior']
14688470	3.9	2.63	0	acidic	['chembl25']
2785	3.11	3.32	8	acidic	['datawarrior']
14688471	3.9	2.59	0	acidic	['chembl25']
2850	2.69	3.1	8	acidic	['datawarrior']
14688472	3.9	2.64	0	acidic	['chembl25']
1161	3.79	3.6	2	acidic	['datawarrior']
2344	2.71	2.69	2	acidic	['datawarrior']
973	2.84	3.1	2	acidic	['datawarrior']
13322108	3.6	2.95	0	acidic	['chembl25']
953	3.1	3.32	10	acidic	['datawarrior']
2623131	4.045	3.59	0	acidic	['chembl25']
6364934	3.88	3.61	0	acidic	['chembl25']
1792	2.86	3.69	2	acidic	['datawarrior']
239	4.98	3.57	2	acidic	['datawarrior']
144	3.84	3.17	2	acidic	['datawarrior']
6275898	3.41	4.06	21	acidic	['chembl25']
6276048	3.98	4.07	21	acidic	['chembl25']
15219703	3.88	4.08	20	acidic	['chembl25']
6275901	3.95	4.04	21	acidic	['chembl25']
6275899	3.6	4.06	20	acidic	['chembl25']
6157	4.47	4.11	2	acidic	['datawarrior']
1366	3.26	2.67	9	acidic	['datawarrior']
14688456	3.93	4.04	0	acidic	['datawarrior', 'chembl25']
2786	3.3	3.32	8	acidic	['datawarrior']
940	4.42	4.22	2	acidic	['datawarrior']
4200	4.13	4.07	10	acidic	['datawarrior']
4252	4.18	4.06	2	acidic	['datawarrior']
14688460	3.9	3.93	0	acidic	['chembl25']
14688459	3.9375	4.07	0	acidic	['datawarrior', 'chembl25']
4181	2.74	3.07	8	acidic	['datawarrior']
2783	3.41	3.33	8	acidic	['datawarrior']
2556735	4.15	4.22	0	acidic	['datawarrior', 'chembl25']
14688462	3.93	4.05	0	acidic	['datawarrior', 'chembl25']
2851	2.94	3.1	8	acidic	['datawarrior']
14699343	5.685	4.09	0	acidic	['chembl25']
6067	4.44	4.36	2	acidic	['datawarrior']
5053	4.52	4.3	2	acidic	['datawarrior']
1167	4.1	3.63	2	acidic	['datawarrior']
6289	4.18	3.99	2	acidic	['datawarrior']
13322110	4.325	3.99	0	acidic	['datawarrior', 'chembl25']
3390	4.97	3.74	2	acidic	['datawarrior']
1795	2.95	3.38	2	acidic	['datawarrior']
1800	5.28	3.46	2	acidic	['datawarrior']
237	4.35	3.62	2	acidic	['datawarrior']
4267	3.2	3.9	10	acidic	['datawarrior']
14688455	3.863333	3.93	0	acidic	['datawarrior', 'chembl25']
2556734	3.79	3.94	0	acidic	['chembl25']
945	4.28	4.06	2	acidic	['datawarrior']
14688458	3.866667	3.9	0	acidic	['datawarrior', 'chembl25']
2556736	3.885	3.76	0	acidic	['datawarrior', 'chembl25']
14688461	3.876667	3.94	0	acidic	['datawarrior', 'chembl25']
14699114	7.62	4.59	0	acidic	['chembl25']
5051	3.95	3.82	2	acidic	['datawarrior']
6290	3.7	3.62	2	acidic	['datawarrior']
3253	3.7	3.63	2	acidic	['datawarrior']
1793	3.54	2.81	2	acidic	['datawarrior']
14688551	4.018571	4.08	0	acidic	['datawarrior', 'chembl25']
6949	3.46	3.68	2	acidic	['datawarrior']
1434	2.93	3.25	8	acidic	['datawarrior']
6069	3.54	3.47	2	acidic	['datawarrior']
4254	3.84	3.72	2	acidic	['datawarrior']
14688457	3.43	3.07	0	acidic	['datawarrior', 'chembl25']
2556737	3.435	3.31	0	acidic	['datawarrior', 'chembl25']
1433	2.93	3.3	8	acidic	['datawarrior']
14699116	7.28	3.98	0	acidic	['chembl25']
3216077	3.354167	2.79	0	acidic	['datawarrior', 'chembl25']
6436	3.6	3.65	2	acidic	['datawarrior']
5052	3.53	3.6	2	acidic	['datawarrior']
4272	3.73	3.77	8	acidic	['datawarrior']
3075	5.32	3.69	2	acidic	['datawarrior']
2927	3.0	3.27	2	acidic	['datawarrior']
48	3.18	3.12	2	acidic	['datawarrior']
24	3.46	3.34	7	acidic	['datawarrior']
3397	4.76	3.57	2	acidic	['datawarrior']
2935	2.8	3.67	2	acidic	['datawarrior']
52	3.94	4.31	2	acidic	['datawarrior']
23	4.03	3.56	7	acidic	['datawarrior']
3089	2.96	3.18	8	acidic	['datawarrior']
3087	3.0	3.2	8	acidic	['datawarrior']
5297548	2.8	3.34	0	acidic	['datawarrior', 'chembl25']
260	2.99	3.2	7	acidic	['datawarrior']
