pKa	marvin_pKa	marvin_atom	marvin_pKa_type	original_dataset	SMILES
5.69	7.59	8	basic	['datawarrior']	N=C(c1ccccc1)c1cccc(Cl)c1
6.82	10.02	0	basic	['datawarrior']	N=C(c1ccccc1)c1ccccc1
5.59	7.33	7	basic	['datawarrior']	N=C(c1ccccc1)c1ccccc1Cl
8.95	11.21	0	basic	['datawarrior']	N=C1CCCC1
9.15	11.22	0	basic	['datawarrior']	N=C1CCCCC1
8.2	6.28	0	basic	['chembl25']	N=C1CCCc2c1c(=O)c(=NS(=O)(=O)c1ccccc1)c(=Nc1ccccc1)c2=O
6.9	6.29	0	basic	['chembl25']	N=C1NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2cccc(F)c21
6.8	6.29	0	basic	['chembl25']	N=C1NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21
6.4	6.29	0	basic	['chembl25']	N=C1NC(c2ccnc(C(F)(F)F)c2)(c2ccc(F)c(-c3cncnc3)c2)c2cccc(F)c21
8.3	7.35	0	basic	['chembl25']	N=C1NC2(CCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CO1
8.3	8.91	0	basic	['chembl25']	N=C1NC2(CCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CS1
8.2	9.04	0	basic	['chembl25']	N=C1NC23CCC(NC(=O)c4cccc(Cl)c4)CC2(COC3)CS1
9.7	10.05	0	basic	['chembl25']	N=C1NC2CCC(NC(=O)c3cccc(Cl)c3)CC2CS1
11.4	7.64	2	acidic	['chembl25']	N=C1NS(=O)(=O)c2ccccc21
6.2	6.31	0	basic	['chembl25']	N=C1N[C@@](c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cc(F)cc(F)c21
7.1	6.29	0	basic	['chembl25']	N=C1N[C@@](c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21
8.9	9.1	0	basic	['chembl25']	N=C1N[C@@]2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)C[C@H]2CCS1
9.0	9.1	0	basic	['chembl25']	N=C1N[C@]23CC[C@H](NC(=O)c4cccc(Cl)c4)C[C@@H]2[C@@H](COC3)S1
8.2	7.79	0	basic	['chembl25']	N=C1Nc2c(F)cc(Cl)cc2[C@H]2CCCC12
8.5	7.92	0	basic	['chembl25']	N=C1Nc2c(F)cccc2[C@H]2CCCC12
6.6	3.48	0	basic	['chembl25']	N=C1Nc2c(F)cccc2[C@H]2CCC[C@@]12F
8.0	7.48	0	basic	['chembl25']	N=C1Nc2c(ccc(F)c2F)[C@H]2CCCC12
9.4	9.35	0	basic	['chembl25']	N=C1Nc2ccc(Cl)cc2[C@H]2CCCC12
7.6	4.9	0	basic	['chembl25']	N=C1Nc2ccc(Cl)cc2[C@H]2CCC[C@@]12F
9.7	9.51	0	basic	['chembl25']	N=C1Nc2ccccc2[C@H]2CCCC12
7.9	5.05	0	basic	['chembl25']	N=C1Nc2ccccc2[C@H]2CCC[C@@]12F
9.78	9.57	16	basic	['chembl25']	N=CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
10.33	10.97	15	basic	['chembl25']	N=CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
3.5	0.0	12	basic	['datawarrior']	N=c1[nH][nH]c(CC(=O)O)c1C(N)=O
2.41	0.0	10	basic	['datawarrior']	N=c1[nH]c(=N)c2[nH]c(N)[nH+]c2[nH]1
9.3	10.83	2	acidic	['datawarrior']	N=c1[nH]c(=O)c2[nH]cnc2[nH]1
9.68	10.26	15	acidic	['datawarrior']	N=c1[nH]c(=O)c2ncn([C@@H]3C=C[C@H](CO)C3)c2[nH]1
9.41	10.25	17	acidic	['datawarrior']	N=c1[nH]c(=O)c2ncn([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)c2[nH]1
4.5	5.87	3	acidic	['datawarrior']	N=c1[nH]c(N)[nH+]c(=O)[nH]1
7.69	9.33	4	basic	['datawarrior']	N=c1[nH]c2cc3c(cc2[nH]1)CCCC3
7.01	8.79	4	basic	['datawarrior']	N=c1[nH]c2cc3ccccc3cc2[nH]1
6.5	9.55	0	basic	['chembl25']	N=c1[nH]c2ccc(OC(F)(F)F)cc2s1
7.18	10.22	5	acidic	['datawarrior']	N=c1[nH]c2cccc[n+]2o1
7.496667	9.54	0	basic	['datawarrior', 'chembl25']	N=c1[nH]c2ccccc2[nH]1
7.02	6.75	9	basic	['datawarrior']	N=c1[nH]c2cncnc2[nH]1
9.2	11.23	0	basic	['chembl25']	N=c1[nH]cc2n1CC(Cc1cccc3c1OCO3)CC2
8.46	11.85	0	basic	['chembl25']	N=c1[nH]cc[nH]1
9.5	9.0	0	acidic	['datawarrior']	N=c1[nH]cccc1O
6.6	7.14	0	acidic	['datawarrior']	N=c1[nH]ncc2ccccc12
9.91	9.74	0	basic	['chembl25']	N=c1c2c([nH]c3ccccc13)CCCC2
11.0	9.5	12	basic	['datawarrior']	N=c1c2ccccc2[nH]c2cccc(N)c12
9.795	9.48	0	basic	['datawarrior', 'chembl25']	N=c1c2ccccc2[nH]c2ccccc12
8.6	11.71	10	basic	['datawarrior']	N=c1cc(/C=C/c2ccccc2)[nH]c(/C=C/c2ccccc2)c1
8.1	11.43	0	basic	['chembl25']	N=c1cc(CO)[nH]c(N2CCc3ccccc3C2)c1
9.4	11.43	0	basic	['chembl25']	N=c1cc(N2CCc3ccccc3C2)[nH]c2c1CCC2
3.66	7.04	0	acidic	['datawarrior']	N=c1cc2ccccc2n[nH]1
4.11	6.46	1	acidic	['datawarrior']	N=c1cc[nH][nH]1
7.4	8.29	13	basic	['datawarrior']	N=c1cc[nH]c(-c2cc(Cl)ccn2)c1
7.7	8.3	13	basic	['datawarrior']	N=c1cc[nH]c(-c2cccc(Cl)n2)c1
8.5	11.67	0	basic	['chembl25']	N=c1cc[nH]c(N2CCc3ccccc3C2)c1
8.22	8.79	11	basic	['datawarrior']	N=c1cc[nH]c2cc(Cl)ccc12
7.15	9.82	4	basic	['datawarrior']	N=c1cc[nH]cc1Br
9.06	11.8	7	basic	['datawarrior']	N=c1cc[nH]cc1N
6.69	4.15	1	acidic	['datawarrior']	N=c1cc[nH]nc1
6.2	2.42	9	acidic	['chembl25']	N=c1ccc(C(=O)O)c[nH]1
5.19	7.1	0	acidic	['datawarrior']	N=c1cccn[nH]1
6.84	8.23	9	basic	['datawarrior']	N=c1cn[nH]c2ccccc12
4.8	8.67	3	acidic	['datawarrior']	N=c1nc2ccccc2c[nH]1
3.52	2.93	11	acidic	['datawarrior']	NC(=O)C#CC#C/C=C/C(=O)O
9.825	7.44	6	acidic	['datawarrior']	NC(=O)C(=NO)c1ccccc1
4.23	4.39	12	acidic	['datawarrior']	NC(=O)C(CC(=O)O)c1ccccc1
4.3	4.12	11	acidic	['datawarrior']	NC(=O)C(CCC(=O)O)NC=O
4.64	4.48	14	acidic	['datawarrior']	NC(=O)C(CCC(=O)O)c1ccccc1
4.79	4.55	16	acidic	['datawarrior']	NC(=O)C(CCCCC(=O)O)c1ccccc1
11.5	10.1	2	acidic	['datawarrior']	NC(=O)C(N)=S
7.3	7.85	4	basic	['datawarrior']	NC(=O)C(N)CO
7.55	7.96	4	basic	['datawarrior']	NC(=O)C(N)Cc1c[nH]c2ccccc12
7.295	8.01	4	basic	['datawarrior']	NC(=O)C(N)Cc1ccccc1
3.8	3.85	6	basic	['datawarrior']	NC(=O)C(c1ccccc1)c1ccccn1
9.04	7.95	4	basic	['datawarrior']	NC(=O)C1CC2CCN1CC2
8.9	8.87	4	basic	['datawarrior']	NC(=O)C1CCCCN1
8.82	9.8	4	basic	['datawarrior']	NC(=O)C1CCCN1
3.5	5.31	13	basic	['chembl25']	NC(=O)C1CCN(c2c(Cl)cncc2Cl)CC1
3.05	3.05	12	basic	['chembl25']	NC(=O)C1CCN(c2c(S(=O)(=O)c3ccccc3)cnc3ccc(Cl)cc23)CC1
9.74	9.87	8	basic	['datawarrior']	NC(=O)C1CN2CCC1CC2
3.61	3.66	2	acidic	['datawarrior']	NC(=O)CC(=O)O
8.23	10.4	3	acidic	['datawarrior']	NC(=O)CC(=O)c1ccccn1
7.0	7.35	4	basic	['datawarrior']	NC(=O)CC(N)C(N)=O
9.49	5.63	0	acidic	['datawarrior']	NC(=O)CCCCCCCCC(O)=NO
5.73	5.59	8	basic	['datawarrior']	NC(=O)CCCCc1ccccn1
5.6	5.56	10	basic	['datawarrior']	NC(=O)CCCCc1cccnc1
5.92	5.72	12	basic	['datawarrior']	NC(=O)CCCCc1ccncc1
5.48	4.58	7	basic	['datawarrior']	NC(=O)CCCc1ccccn1
5.33	4.93	9	basic	['datawarrior']	NC(=O)CCCc1cccnc1
5.64	5.05	11	basic	['datawarrior']	NC(=O)CCCc1ccncc1
6.5	8.93	5	basic	['chembl25']	NC(=O)CCN1CCC[C@H](OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1c1ccccc1
5.09	4.57	6	basic	['datawarrior']	NC(=O)CCc1ccccn1
5.21	4.93	8	basic	['datawarrior']	NC(=O)CCc1cccnc1
5.58	5.05	10	basic	['datawarrior']	NC(=O)CCc1ccncc1
5.4	7.09	4	basic	['chembl25']	NC(=O)CN1CCC[C@H](OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1c1ccccc1
6.2	6.97	7	basic	['chembl25']	NC(=O)CN1CCN([C@@H](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1
6.2	6.97	7	basic	['chembl25']	NC(=O)CN1CCN([C@H](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1
6.6	8.72	4	basic	['chembl25']	NC(=O)CNC1CCC(OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1c1ccccc1
6.6	8.72	4	basic	['chembl25']	NC(=O)CN[C@@H]1CC[C@H](OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H]1c1ccccc1
7.4	7.45	10	basic	['chembl25']	NC(=O)COCCN1CCN(C(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1
8.22	9.45	0	acidic	['datawarrior']	NC(=O)CS
5.05	4.11	3	acidic	['datawarrior']	NC(=O)CS(=O)(=O)NC(N)=O
9.7	10.73	3	acidic	['datawarrior']	NC(=O)CS(N)(=O)=O
4.06	4.07	2	acidic	['datawarrior']	NC(=O)Cc1ccc(C(=O)O)cc1
4.34	4.33	5	basic	['datawarrior']	NC(=O)Cc1ccccn1
4.72	4.87	7	basic	['datawarrior']	NC(=O)Cc1cccnc1
5.08	5.03	9	basic	['datawarrior']	NC(=O)Cc1ccncc1
9.95	6.83	5	acidic	['datawarrior']	NC(=O)N=c1[nH]cnc2[nH]cnc12
2.0	5.2	8	basic	['datawarrior']	NC(=O)Nc1[nH]c[nH+]c1C(=O)O
4.9	5.2	8	basic	['datawarrior']	NC(=O)Nc1[nH]cnc1C(=O)O
8.285	8.04	17	acidic	['chembl25']	NC(=O)c1cc[n+](C/C=C\C[n+]2ccc(C=NO)cc2)cc1
8.415	9.01	17	acidic	['chembl25']	NC(=O)c1cc[n+](CCCC[n+]2ccc(C=NO)cc2)cc1
8.39	8.93	16	acidic	['chembl25']	NC(=O)c1cc[n+](CCC[n+]2ccc(C=NO)cc2)cc1
7.37	5.88	18	acidic	['datawarrior', 'chembl25']	NC(=O)c1cc[n+](COC[n+]2ccccc2C=NO)cc1
8.146667	8.76	19	acidic	['chembl25']	NC(=O)c1cc[n+](Cc2ccc(C[n+]3ccc(C=NO)cc3)cc2)cc1
8.77	7.5	20	acidic	['chembl25']	NC(=O)c1cc[n+](Cc2ccc(C[n+]3cccc(C=NO)c3)cc2)cc1
7.76	7.58	21	acidic	['chembl25']	NC(=O)c1cc[n+](Cc2ccc(C[n+]3ccccc3C=NO)cc2)cc1
8.046667	8.75	20	acidic	['chembl25']	NC(=O)c1cc[n+](Cc2cccc(C[n+]3ccc(C=NO)cc3)c2)cc1
8.75	7.44	21	acidic	['chembl25']	NC(=O)c1cc[n+](Cc2cccc(C[n+]3cccc(C=NO)c3)c2)cc1
7.69	7.64	22	acidic	['chembl25']	NC(=O)c1cc[n+](Cc2cccc(C[n+]3ccccc3C=NO)c2)cc1
8.013333	8.68	21	acidic	['chembl25']	NC(=O)c1cc[n+](Cc2ccccc2C[n+]2ccc(C=NO)cc2)cc1
8.59	7.5	22	acidic	['chembl25']	NC(=O)c1cc[n+](Cc2ccccc2C[n+]2cccc(C=NO)c2)cc1
7.77	7.33	23	acidic	['chembl25']	NC(=O)c1cc[n+](Cc2ccccc2C[n+]2ccccc2C=NO)cc1
8.15	8.76	20	acidic	['chembl25']	NC(=O)c1ccc[n+](Cc2ccc(C[n+]3ccc(C=NO)cc3)cc2)c1
8.79	7.5	21	acidic	['chembl25']	NC(=O)c1ccc[n+](Cc2ccc(C[n+]3cccc(C=NO)c3)cc2)c1
7.72	7.58	22	acidic	['chembl25']	NC(=O)c1ccc[n+](Cc2ccc(C[n+]3ccccc3C=NO)cc2)c1
7.95	8.75	21	acidic	['chembl25']	NC(=O)c1ccc[n+](Cc2cccc(C[n+]3ccc(C=NO)cc3)c2)c1
8.76	7.44	22	acidic	['chembl25']	NC(=O)c1ccc[n+](Cc2cccc(C[n+]3cccc(C=NO)c3)c2)c1
7.75	7.64	23	acidic	['chembl25']	NC(=O)c1ccc[n+](Cc2cccc(C[n+]3ccccc3C=NO)c2)c1
7.85	8.68	22	acidic	['chembl25']	NC(=O)c1ccc[n+](Cc2ccccc2C[n+]2ccc(C=NO)cc2)c1
8.69	7.5	23	acidic	['chembl25']	NC(=O)c1ccc[n+](Cc2ccccc2C[n+]2cccc(C=NO)c2)c1
7.79	7.32	24	acidic	['chembl25']	NC(=O)c1ccc[n+](Cc2ccccc2C[n+]2ccccc2C=NO)c1
3.75	3.67	2	acidic	['datawarrior']	NC(=O)c1ccccc1C(=O)O
8.61	8.21	6	acidic	['datawarrior']	NC(=O)c1ccccc1O
3.32	3.63	6	basic	['datawarrior']	NC(=O)c1cccnc1
3.57	3.45	8	basic	['datawarrior']	NC(=O)c1ccncc1
3.8	3.96	8	basic	['datawarrior']	NC(=O)c1cncc2ccccc12
10.89	11.43	5	acidic	['datawarrior']	NC(=S)C(N)=S
8.63	9.22	3	basic	['datawarrior']	NC(CO)CO
5.9	7.97	0	basic	['chembl25']	NC1(C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CCC3(CCc4ccccc43)CC2)CC1
10.71	10.71	0	basic	['chembl25']	NC12CC3CC(CC(C3)C1)C2
9.3	10.49	0	basic	['datawarrior']	NC12CCC(C1)C2
10.19	10.72	0	basic	['datawarrior']	NC12CCC(CC1)C2
6.1	7.72	2	basic	['chembl25']	NC1=NC(c2ccc(OC(F)F)cc2)(c2cccc(-c3cncnc3)c2)C2=NCC(F)(F)CN12
6.5	7.61	2	basic	['chembl25']	NC1=NC(c2ccc(OC(F)F)cc2)(c2cccc(OCCCF)c2)C2=NCC(F)(F)CN12
6.5	7.66	2	basic	['chembl25']	NC1=N[C@](c2ccc(OC(F)F)cc2)(c2cccc(OCCF)c2)C2=NCC(F)(F)CN12
9.1	10.06	0	basic	['datawarrior']	NC1CC1
10.67	10.45	0	basic	['datawarrior']	NC1CCCCC1
9.66	9.55	0	basic	['datawarrior']	NC1CCCc2ccccc21
6.4	8.27	0	basic	['chembl25']	NC1CCN(OCc2ccccc2)C1=O
9.97	10.03	0	basic	['datawarrior']	NC1CCc2ccccc2C1
9.55	9.97	0	basic	['datawarrior']	NC1Cc2ccccc2C1
5.6	7.39	0	basic	['chembl25']	NC1OC(CO)C(O)C(O)C1O
5.6	7.7	0	basic	['chembl25']	NC1OCC(O)C(O)C1O
5.05	5.29	1	basic	['datawarrior']	NC=NO
7.69	7.8	5	basic	['datawarrior']	NCC(=O)NN
8.12	7.97	5	basic	['datawarrior']	NCC(=O)Nc1ccccc1
5.7	5.25	0	basic	['chembl25']	NCC(F)(F)F
7.195	7.54	0	basic	['datawarrior', 'chembl25']	NCC(F)F
8.05	8.14	4	basic	['datawarrior']	NCC(N)=O
7.27	9.39	4	basic	['datawarrior']	NCC(N)=S
9.3	9.22	5	basic	['datawarrior']	NCC(O)CO
9.04	9.12	10	basic	['datawarrior']	NCC(O)c1ccc(Cl)cc1
8.94	9.12	6	basic	['datawarrior']	NCC(O)c1ccccc1
10.52	10.22	0	basic	['datawarrior']	NCC1CCCCC1
9.3	9.57	5	basic	['datawarrior']	NCC=C(Cl)Cl
8.5	8.61	3	basic	['datawarrior']	NCCBr
8.3	9.5	9	basic	['datawarrior']	NCCC(=O)c1ccccc1
8.7	9.93	0	basic	['chembl25']	NCCC(F)(F)F
9.85	10.17	6	basic	['datawarrior']	NCCC=C(Cl)Cl
8.93	10.18	4	basic	['datawarrior']	NCCCBr
9.7	10.19	0	basic	['chembl25']	NCCCC(F)(F)F
10.0	10.2	5	basic	['datawarrior']	NCCCCBr
10.6	10.2	7	basic	['datawarrior']	NCCCCCCBr
10.62	10.2	7	basic	['datawarrior']	NCCCCCCO
10.52	10.2	6	basic	['datawarrior']	NCCCCCO
10.51	10.2	0	basic	['datawarrior']	NCCCCCc1ccccc1
10.35	9.9	5	basic	['datawarrior']	NCCCCO
9.94	10.2	19	basic	['datawarrior']	NCCCCOc1c2ccccc2cc2ccccc12
10.39	10.2	0	basic	['datawarrior']	NCCCCc1ccccc1
9.89	10.17	4	basic	['datawarrior']	NCCCCl
9.9	10.12	0	basic	['chembl25']	NCCCF
10.0	9.83	4	basic	['datawarrior']	NCCCO
9.53	10.18	14	basic	['datawarrior']	NCCC[n+]1cc(Br)c2ccccc2c1
8.97	10.18	12	basic	['datawarrior']	NCCC[n+]1ccc2ccccc2c1
10.27	10.04	0	basic	['datawarrior']	NCCCc1ccccc1
8.49	9.06	3	basic	['datawarrior']	NCCCl
8.895	8.87	0	basic	['datawarrior', 'chembl25']	NCCF
9.13	9.16	10	basic	['datawarrior']	NCCNC(=O)c1ccccc1
9.525	9.55	0	basic	['datawarrior', 'chembl25']	NCCO
9.43	9.29	6	basic	['datawarrior']	NCCOCCO
6.71	8.6	13	basic	['datawarrior']	NCC[n+]1cc(Br)c2ccccc2c1
6.85	8.6	9	basic	['datawarrior']	NCC[n+]1ccc2ccccc2c1
10.2	9.73	11	basic	['datawarrior']	NCCc1c[nH]c2ccccc12
9.65	9.78	9	basic	['datawarrior']	NCCc1ccc(Br)cc1
9.66	9.77	9	basic	['datawarrior']	NCCc1ccc(Cl)cc1
9.485	9.79	0	basic	['datawarrior', 'chembl25']	NCCc1ccccc1
9.5	9.82	0	basic	['chembl25']	NC[C@@H]1C[C@@]1(C(=O)N1Cc2ccccc2C1)c1cccs1
8.9	9.14	0	basic	['chembl25']	NC[C@H](COCc1cccc2ccccc12)OC(=O)NCCCCCCO
10.18	9.84	8	basic	['datawarrior']	NC[C@H]1CCCC[C@@H]1O
8.1	7.73	8	basic	['datawarrior']	NCc1ccc(C=O)o1
9.24	9.23	8	basic	['datawarrior']	NCc1ccc(Cl)cc1
9.48	9.29	0	basic	['datawarrior', 'chembl25']	NCc1ccccc1
9.2	10.07	10	acidic	['datawarrior']	NN=Cc1ncnc2[nH]cnc12
8.26	4.4	18	basic	['datawarrior']	NNC(=O)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F
7.06	7.67	5	basic	['datawarrior']	NNC(=O)C(N)Cc1ccccc1
3.02	2.81	4	basic	['datawarrior']	NNC(=O)c1ccccc1
2.86	2.65	4	basic	['datawarrior']	NNC(=O)c1ccccn1
3.27	2.81	4	basic	['datawarrior']	NNC(=O)c1cccnc1
2.81	3.18	3	basic	['datawarrior']	NNC=O
7.2	8.33	0	basic	['datawarrior']	NNCCCc1ccccc1
7.12	7.95	4	basic	['datawarrior']	NNCCO
6.8	7.88	10	basic	['datawarrior']	NNCCOc1ccccc1
7.25	8.18	0	basic	['datawarrior']	NNCCc1ccccc1
4.22	4.01	9	basic	['datawarrior']	NOCc1ccc(Cl)cc1
4.34	4.02	1	basic	['datawarrior']	NOCc1ccccc1
6.53	6.93	7	acidic	['datawarrior']	NS(=O)(=O)C(F)(F)Br
6.5	6.77	7	acidic	['datawarrior']	NS(=O)(=O)C(F)(F)Cl
8.015	6.19	0	acidic	['datawarrior', 'chembl25']	NS(=O)(=O)C(F)(F)F
6.79	6.97	7	acidic	['datawarrior']	NS(=O)(=O)C(F)(F)I
6.7	10.04	0	acidic	['chembl25']	NS(=O)(=O)C1=NN2CCS(=O)(=O)N=C2S1
10.04	11.37	0	acidic	['chembl25']	NS(=O)(=O)CCc1ccccc1
8.73	10.63	0	acidic	['chembl25']	NS(=O)(=O)Oc1ccc(C(=O)OC2CCCC2)cc1
8.81	10.63	0	acidic	['chembl25']	NS(=O)(=O)Oc1ccc(C(=O)OC2CCCCC2)cc1
8.88	10.63	0	acidic	['chembl25']	NS(=O)(=O)Oc1ccc(C(=O)OC2CCCCCC2)cc1
8.09	10.63	0	acidic	['chembl25']	NS(=O)(=O)Oc1ccc(C(=O)OC2CCCCCCC2)cc1
8.27	10.64	0	acidic	['chembl25']	NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3
8.45	8.41	0	acidic	['chembl25']	NS(=O)(=O)c1cc2c(s1)C(=O)CCS2
7.32	8.24	0	acidic	['chembl25']	NS(=O)(=O)c1cc2c(s1)C(=O)CCS2(=O)=O
9.0	8.64	0	acidic	['chembl25']	NS(=O)(=O)c1cc2c(s1)C(O)CCS2
8.34	8.39	0	acidic	['chembl25']	NS(=O)(=O)c1cc2c(s1)C(O)CCS2(=O)=O
8.52	8.43	0	acidic	['chembl25']	NS(=O)(=O)c1cc2c(s1)CC(O)CS2(=O)=O
8.6	8.15	0	acidic	['chembl25']	NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2
8.35	8.15	0	acidic	['chembl25']	NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2
7.92	8.03	0	acidic	['chembl25']	NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2=O
8.275	8.12	0	acidic	['chembl25']	NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2O
8.3	8.12	0	acidic	['chembl25']	NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC[C@@H]2O
8.35	8.12	0	acidic	['chembl25']	NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC[C@H]2O
9.62	8.81	0	acidic	['chembl25']	NS(=O)(=O)c1cc2c(s1)SC(CCO)CN2
8.6	8.7	0	acidic	['chembl25']	NS(=O)(=O)c1cc2c(s1)SCCC2=O
9.4	8.8	0	acidic	['chembl25']	NS(=O)(=O)c1cc2c(s1)SCCC2O
9.4	10.17	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(C(F)(F)F)cc1
10.28	10.43	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(CCCCCO)cc1
10.32	10.43	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(CCCCO)cc1
10.23	10.42	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(CCCO)cc1
8.94	9.03	11	acidic	['datawarrior']	NS(=O)(=O)c1ccc(Cl)c(Cl)c1
9.725	9.68	0	acidic	['datawarrior', 'chembl25']	NS(=O)(=O)c1ccc(Cl)cc1
9.34	9.81	3	acidic	['datawarrior']	NS(=O)(=O)c1ccc(F)cc1
9.35	9.63	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(S(=O)(=O)CC(O)CO)cc1
9.18	8.88	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)c(F)c1
9.6	9.63	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)cc1
8.67	8.18	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)s1
9.02	8.88	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)c(F)c1
8.98	9.63	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)cc1
8.32	8.18	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)s1
9.0	8.87	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(S(=O)(=O)CCO)c(F)c1
9.38	9.63	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(S(=O)(=O)CCO)cc1
8.65	8.18	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(S(=O)(=O)CCO)s1
9.25	10.24	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(SCCCCCO)cc1
9.82	9.48	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(SCCCCO)c(F)c1
10.17	10.24	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(SCCCCO)cc1
9.5	8.86	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(SCCCCO)s1
9.45	9.58	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(SCCCO)c(Cl)c1
9.64	9.48	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(SCCCO)c(F)c1
10.23	10.24	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(SCCCO)cc1
9.32	8.86	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(SCCCO)s1
9.76	9.48	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(SCCO)c(F)c1
9.27	10.23	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(SCCO)cc1
9.46	8.86	0	acidic	['chembl25']	NS(=O)(=O)c1ccc(SCCO)s1
6.38	9.69	3	acidic	['datawarrior']	NS(=O)(=O)c1ccc([PH](=O)(=O)O)cc1
8.98	10.04	3	acidic	['datawarrior']	NS(=O)(=O)c1cccc(C(F)(F)F)c1
9.04	9.53	10	acidic	['datawarrior']	NS(=O)(=O)c1cccc(Cl)c1
9.7	10.23	3	acidic	['datawarrior']	NS(=O)(=O)c1ccccc1
3.2	0.0	0	basic	['chembl25']	NS(=O)(=O)c1n[nH]c(=NS(=O)(=O)c2ccccc2)s1
7.8	7.47	3	acidic	['datawarrior']	NS(=O)(=O)c1nc2ccccc2s1
8.25	7.6	3	acidic	['datawarrior']	NS(=O)(=O)c1nccs1
7.1	7.09	0	acidic	['chembl25']	NS(=O)(=O)c1nn2c(=O)n(CCCl)c(=O)nc2s1
7.12	7.0	0	acidic	['chembl25']	NS(=O)(=O)c1nn2cc(-c3ccccc3)nc2s1
9.72	9.88	4	basic	['datawarrior']	N[C@@H]1CCCC[C@@H]1O
9.7	9.88	4	basic	['datawarrior']	N[C@@H]1CCC[C@@H]1O
10.05	10.07	6	basic	['datawarrior']	N[C@@H]1CCC[C@H](O)C1
8.47	9.62	0	basic	['chembl25']	N[C@@H]1C[C@@H]1c1ccccc1
8.2	9.62	0	basic	['chembl25']	N[C@@H]1C[C@H]1c1ccccc1
6.6	8.19	0	basic	['chembl25']	N[C@@H]1C[C@]1(F)c1ccc(C(F)(F)F)cc1
6.81	8.19	0	basic	['chembl25']	N[C@@H]1C[C@]1(F)c1ccc(Cl)cc1
6.88	8.2	0	basic	['chembl25']	N[C@@H]1C[C@]1(F)c1ccc(F)cc1
6.98	8.19	0	basic	['chembl25']	N[C@@H]1C[C@]1(F)c1ccccc1
7.93	8.67	0	basic	['chembl25']	N[C@H](COCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1
10.46	8.87	6	basic	['datawarrior']	N[C@H](c1ccccc1)[C@H](O)c1ccccc1
9.35	9.88	4	basic	['datawarrior']	N[C@H]1CCCCC[C@@H]1O
